Fasta headers,Reporter intensity corrected 0,Reporter intensity corrected 1,Reporter intensity corrected 2,Reporter intensity corrected 3,Reporter intensity corrected 4,Reporter intensity corrected 5
tr|Q9DCY1|Q9DCY1_MOUSE Peptidyl-prolyl cis-trans isomerase OS=Mus musculus OX=10090 GN=Ppib PE=1 SV=1;sp|P24369|PPIB_MOUSE Peptidyl-prolyl cis-trans isomerase B OS=Mus musculus OX=10090 GN=Ppib PE=1 SV=2;tr|Q6ZQM2|Q6ZQM2_MOUSE Peptidyl-prolyl cis-trans iso,2306300,2449400,2010200,1416400,1228900,1965100
sp|P24527|LKHA4_MOUSE Leukotriene A-4 hydrolase OS=Mus musculus OX=10090 GN=Lta4h PE=1 SV=4,2423000,2172100,2564800,1811600,1510200,2690000
sp|P24529|TY3H_MOUSE Tyrosine 3-monooxygenase OS=Mus musculus OX=10090 GN=Th PE=1 SV=3;tr|Q3UTB3|Q3UTB3_MOUSE Tyrosine 3-monooxygenase OS=Mus musculus OX=10090 GN=Th PE=1 SV=1;tr|E9Q9G5|E9Q9G5_MOUSE Tyrosine 3-monooxygenase OS=Mus musculus OX=10090 GN=Th P,9018900,9434400,8276500,4985000,9610100,6815500
"sp|P24549|AL1A1_MOUSE Retinal dehydrogenase 1 OS=Mus musculus OX=10090 GN=Aldh1a1 PE=1 SV=5;tr|B2RTL5|B2RTL5_MOUSE Aldehyde dehydrogenase family 1, subfamily A7 OS=Mus musculus OX=10090 GN=Aldh1a7 PE=1 SV=1;sp|O35945|AL1A7_MOUSE Aldehyde dehydrogenase, cyt",6031200,7323100,6985500,4847900,4774300,9732000
"tr|Q3UKQ5|Q3UKQ5_MOUSE Mannose-6-phosphate receptor, cation dependent, isoform CRA_a OS=Mus musculus OX=10090 GN=M6pr PE=1 SV=1;tr|Q3UF03|Q3UF03_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=M6pr PE=2 SV=1;sp|P24668|MPRD_MOUSE Cation-dependent ",745910,796380,788920,583250,409100,867610
"tr|Q3TXR5|Q3TXR5_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Rps2 PE=2 SV=1;tr|Q58EU3|Q58EU3_MOUSE MCG12811, isoform CRA_b OS=Mus musculus OX=10090 GN=Rps2 PE=1 SV=1;tr|Q3TXS9|Q3TXS9_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=R",5119500,4870200,3857600,4679300,2908900,5040200
tr|Q3UHS6|Q3UHS6_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Tln1 PE=2 SV=1;tr|Q80TM2|Q80TM2_MOUSE MKIAA1027 protein (Fragment) OS=Mus musculus OX=10090 GN=Tln1 PE=2 SV=4;sp|P26039|TLN1_MOUSE Talin-1 OS=Mus musculus OX=10090 GN=Tln1 PE=1 SV=2,669940,755720,650400,584800,401010,732410
tr|Q4KML7|Q4KML7_MOUSE Ezrin OS=Mus musculus OX=10090 GN=Ezr PE=1 SV=1;tr|Q3UXR4|Q3UXR4_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Ezr PE=2 SV=1;tr|Q3UL48|Q3UL48_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Ezr PE=2 SV=1;tr|Q3TC,6313700,7333000,4814800,4626700,3165700,6306500
tr|Q05DU4|Q05DU4_MOUSE Msn protein (Fragment) OS=Mus musculus OX=10090 GN=Msn PE=2 SV=1;tr|Q3TZQ2|Q3TZQ2_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Msn PE=2 SV=1;sp|P26041|MOES_MOUSE Moesin OS=Mus musculus OX=10090 GN=Msn PE=1 SV=3,177450,103580,116640,122610,67078,158570
tr|Q3TH46|Q3TH46_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Rdx PE=2 SV=1;tr|Q3U111|Q3U111_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Rdx PE=2 SV=1;sp|P26043|RADI_MOUSE Radixin OS=Mus musculus OX=10090 GN,224510,153100,146130,151690,118420,185600
tr|Q80XR5|Q80XR5_MOUSE U2 snRNP auxiliary factor large subunit OS=Mus musculus OX=10090 GN=U2af2 PE=1 SV=1;sp|P26369|U2AF2_MOUSE Splicing factor U2AF 65 kDa subunit OS=Mus musculus OX=10090 GN=U2af2 PE=1 SV=3;tr|A0A140LJ08|A0A140LJ08_MOUSE Splicing factor ,2167700,2273700,2252700,1624900,1216100,2837900
"sp|P26443|DHE3_MOUSE Glutamate dehydrogenase 1, mitochondrial OS=Mus musculus OX=10090 GN=Glud1 PE=1 SV=1",93169000,94510000,90123000,68693000,65921000,86529000
"tr|Q3U8N1|Q3U8N1_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Sars PE=2 SV=1;tr|Q3U6F6|Q3U6F6_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Sars PE=2 SV=1;tr|Q8C483|Q8C483_MOUSE Serine--tRNA ligase, cytoplasmic OS=Mus musculus OX=1",8070000,9399500,8216500,6841100,5093400,8985500
tr|Q3ULN5|Q3ULN5_MOUSE Peptidylprolyl isomerase OS=Mus musculus OX=10090 GN=Fkbp1a PE=2 SV=1;sp|P26883|FKB1A_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP1A OS=Mus musculus OX=10090 GN=Fkbp1a PE=1 SV=2;tr|Q1JUQ7|Q1JUQ7_MOUSE FK506 binding protein12-T2 OS=,6654000,8513000,6273500,4596000,2945300,5223500
tr|Q3UE40|Q3UE40_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Gna13 PE=2 SV=1;sp|P27601|GNA13_MOUSE Guanine nucleotide-binding protein subunit alpha-13 OS=Mus musculus OX=10090 GN=Gna13 PE=1 SV=1;tr|Q8C5L2|Q8C5L2_MOUSE Uncharacterized protein ,464930,377000,469360,385390,281240,482850
sp|P27612|PLAP_MOUSE Phospholipase A-2-activating protein OS=Mus musculus OX=10090 GN=Plaa PE=1 SV=4,2253700,2270500,2246200,1862000,1392500,2381400
tr|Q3UB67|Q3UB67_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Rpl3 PE=2 SV=1;tr|Q3UB15|Q3UB15_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Rpl3 PE=2 SV=1;tr|Q3U9L3|Q3U9L3_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=R,9543700,10600000,8257300,7119700,5274800,9201600
sp|P27773|PDIA3_MOUSE Protein disulfide-isomerase A3 OS=Mus musculus OX=10090 GN=Pdia3 PE=1 SV=2,14943000,16631000,14851000,11590000,10207000,13147000
sp|P28028|BRAF_MOUSE Serine/threonine-protein kinase B-raf OS=Mus musculus OX=10090 GN=Braf PE=1 SV=3;tr|F6SZ47|F6SZ47_MOUSE Serine/threonine-protein kinase B-raf (Fragment) OS=Mus musculus OX=10090 GN=Braf PE=1 SV=1,1146900,1220100,1210600,790420,779120,1274100
tr|Q3USP9|Q3USP9_MOUSE Metallothionein OS=Mus musculus OX=10090 GN=Mt3 PE=1 SV=1;sp|P28184|MT3_MOUSE Metallothionein-3 OS=Mus musculus OX=10090 GN=Mt3 PE=1 SV=1,33921,31972,15407,35111,24820,17310
tr|Q8VDC3|Q8VDC3_MOUSE Cytoplasmic aconitase OS=Mus musculus OX=10090 GN=aco1 PE=3 SV=1;sp|P28271|ACOC_MOUSE Cytoplasmic aconitate hydratase OS=Mus musculus OX=10090 GN=Aco1 PE=1 SV=3,3657000,4412700,4049300,2785500,2005700,4450100
tr|Q5SVJ1|Q5SVJ1_MOUSE Calcium/calmodulin-dependent protein kinase type II subunit beta OS=Mus musculus OX=10090 GN=Camk2b PE=1 SV=1;tr|Q5SVI0|Q5SVI0_MOUSE Calcium/calmodulin-dependent protein kinase type II subunit beta OS=Mus musculus OX=10090 GN=Camk2b ,65153000,60356000,51149000,39942000,40423000,45290000
tr|Q8BWX1|Q8BWX1_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Atxn10 PE=2 SV=1;tr|Q3TKP3|Q3TKP3_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Atxn10 PE=2 SV=1;tr|Q3TCF4|Q3TCF4_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 ,851530,683720,833860,586580,522600,757590
sp|P28661|SEPT4_MOUSE Septin-4 OS=Mus musculus OX=10090 GN=Sept4 PE=1 SV=1;tr|Q5ND18|Q5ND18_MOUSE Septin-4 (Fragment) OS=Mus musculus OX=10090 GN=Sept4 PE=1 SV=1;tr|Q5ND13|Q5ND13_MOUSE Septin-4 (Fragment) OS=Mus musculus OX=10090 GN=Sept4 PE=1 SV=1;tr|Q5ND,225920,238840,286750,194150,130170,286000
sp|P28663|SNAB_MOUSE Beta-soluble NSF attachment protein OS=Mus musculus OX=10090 GN=Napb PE=1 SV=2,38793000,30196000,34048000,32610000,26358000,36515000
tr|Q3TY51|Q3TY51_MOUSE Kinesin-like protein OS=Mus musculus OX=10090 PE=2 SV=1;tr|Q8CHF1|Q8CHF1_MOUSE Kinesin-like protein (Fragment) OS=Mus musculus OX=10090 GN=mKIAA0531 PE=2 SV=1;sp|P28738|KIF5C_MOUSE Kinesin heavy chain isoform 5C OS=Mus musculus OX=10,10413000,12379000,9963400,7380700,5986400,10349000
tr|Q8BN32|Q8BN32_MOUSE Polyadenylate-binding protein OS=Mus musculus OX=10090 GN=Pabpc1 PE=2 SV=1;tr|Q3U8U8|Q3U8U8_MOUSE Polyadenylate-binding protein OS=Mus musculus OX=10090 GN=Pabpc1 PE=2 SV=1;sp|P29341|PABP1_MOUSE Polyadenylate-binding protein 1 OS=Mus,7286600,8822200,7518400,5308900,3374000,8068200
tr|Q3U2F9|Q3U2F9_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Gnb4 PE=2 SV=1;tr|Q3THF3|Q3THF3_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Gnb4 PE=2 SV=1;sp|P29387|GBB4_MOUSE Guanine nucleotide-binding protein subunit beta-4 OS=Mu,744130,769070,648010,665200,527870,873530
tr|Q3TXV7|Q3TXV7_MOUSE Beta-hexosaminidase OS=Mus musculus OX=10090 GN=Hexa PE=2 SV=1;tr|Q8BNS6|Q8BNS6_MOUSE Beta-hexosaminidase OS=Mus musculus OX=10090 GN=Hexa PE=2 SV=1;tr|Q3UCP6|Q3UCP6_MOUSE Beta-hexosaminidase OS=Mus musculus OX=10090 GN=Hexa PE=2 SV=,1297700,1561100,1481200,1003900,676270,1633100
"tr|Q3TY05|Q3TY05_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Nedd8 PE=2 SV=1;tr|Q3UI46|Q3UI46_MOUSE Neural cell expressed, developmentally down-regulated gene 8, isoform CRA_a OS=Mus musculus OX=10090 GN=Nedd8 PE=1 SV=1;sp|P29595|N",347860,413230,351030,297920,182040,308790
"tr|Q3UKT3|Q3UKT3_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Oat PE=2 SV=1;tr|Q3UJK5|Q3UJK5_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Oat PE=2 SV=1;tr|Q3TG75|Q3TG75_MOUSE Ornithine aminotransferase, isoform CRA_b OS=Mus muscul",4035800,4002100,4218800,2389800,2002000,4052300
"tr|Q545N7|Q545N7_MOUSE Creatine kinase, mitochondrial 1, ubiquitous, isoform CRA_a OS=Mus musculus OX=10090 GN=Ckmt1 PE=1 SV=1;sp|P30275|KCRU_MOUSE Creatine kinase U-type, mitochondrial OS=Mus musculus OX=10090 GN=Ckmt1 PE=1 SV=1;tr|A2ARP5|A2ARP5_MOUSE Cre",48006000,49530000,47311000,35848000,34156000,48325000
sp|P30416|FKBP4_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Mus musculus OX=10090 GN=Fkbp4 PE=1 SV=5;tr|Q8CBS1|Q8CBS1_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Fkbp4 PE=2 SV=1,1309900,1670800,1440400,850300,708900,1235100
sp|P30875|SSR2_MOUSE Somatostatin receptor type 2 OS=Mus musculus OX=10090 GN=Sstr2 PE=2 SV=1,127670,144320,131790,132400,78919,172980
sp|P31324|KAP3_MOUSE cAMP-dependent protein kinase type II-beta regulatory subunit OS=Mus musculus OX=10090 GN=Prkar2b PE=1 SV=3;tr|Q3V2X9|Q3V2X9_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Prkar2b PE=2 SV=1;tr|H3BK84|H3BK84_MOUSE cAMP-depend,10220000,8827600,8755700,5811800,7591900,8125700
tr|Q6PCX2|Q6PCX2_MOUSE Transporter OS=Mus musculus OX=10090 GN=Slc6a1 PE=2 SV=1;sp|P31648|SC6A1_MOUSE Sodium- and chloride-dependent GABA transporter 1 OS=Mus musculus OX=10090 GN=Slc6a1 PE=1 SV=2;tr|Q8BPL9|Q8BPL9_MOUSE Transporter OS=Mus musculus OX=10090,5319100,3898200,4956900,3470900,3269200,6589600
sp|P31650|S6A11_MOUSE Sodium- and chloride-dependent GABA transporter 3 OS=Mus musculus OX=10090 GN=Slc6a11 PE=1 SV=2;tr|Q8BKG0|Q8BKG0_MOUSE Transporter (Fragment) OS=Mus musculus OX=10090 GN=Slc6a11 PE=2 SV=1,15072000,11067000,16653000,7269000,10385000,10201000
tr|Q548W7|Q548W7_MOUSE Diazepam binding inhibitor OS=Mus musculus OX=10090 GN=Dbi PE=1 SV=1;tr|Q3ULV8|Q3ULV8_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Dbi PE=2 SV=1;sp|P31786|ACBP_MOUSE Acyl-CoA-binding protein OS=Mus musculus OX=10090 GN=D,15382000,15433000,13824000,12605000,8388000,7947400
"tr|Q9JJE1|Q9JJE1_MOUSE Brain cDNA, clone MNCb-1208, similar to Mus musculus mitogen activated protein kinase kinase 1 (Map2k1), mRNA OS=Mus musculus OX=10090 GN=Map2k1 PE=2 SV=1;tr|Q3UK05|Q3UK05_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Map",14776000,16657000,10993000,11702000,13229000,8994000
"tr|Q8BLF7|Q8BLF7_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Slc2a3 PE=2 SV=1;tr|Q4FJP8|Q4FJP8_MOUSE Slc2a3 protein OS=Mus musculus OX=10090 GN=Slc2a3 PE=2 SV=1;tr|Q3TPL8|Q3TPL8_MOUSE Solute carrier family 2 (Facilitated glucose transporter),",10255000,11829000,8045600,10226000,9984000,8731100
"tr|Q545M7|Q545M7_MOUSE Parvalbumin, isoform CRA_a OS=Mus musculus OX=10090 GN=Pvalb PE=1 SV=1;sp|P32848|PRVA_MOUSE Parvalbumin alpha OS=Mus musculus OX=10090 GN=Pvalb PE=1 SV=3",114370,388230,193160,333830,142140,306510
tr|Q3UDG2|Q3UDG2_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Wars PE=2 SV=1;tr|Q3U6U7|Q3U6U7_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Wars PE=2 SV=1;tr|Q4FJZ4|Q4FJZ4_MOUSE Wars protein OS=Mus musculus OX=10090 GN=Wars PE=2 SV,1840600,2103200,1885900,1234300,1231000,1827700
sp|P34022|RANG_MOUSE Ran-specific GTPase-activating protein OS=Mus musculus OX=10090 GN=Ranbp1 PE=1 SV=2;tr|H7BX22|H7BX22_MOUSE Ran-specific GTPase-activating protein OS=Mus musculus OX=10090 GN=Ranbp1 PE=1 SV=1;tr|Q3U6M5|Q3U6M5_MOUSE Uncharacterized prote,5103600,5185100,4066100,4290900,3679700,4581200
"tr|Q545F0|Q545F0_MOUSE MCG3124, isoform CRA_b OS=Mus musculus OX=10090 GN=Mif PE=1 SV=1;sp|P34884|MIF_MOUSE Macrophage migration inhibitory factor OS=Mus musculus OX=10090 GN=Mif PE=1 SV=2",26570000,21722000,26180000,15698000,13083000,22440000
sp|P35235|PTN11_MOUSE Tyrosine-protein phosphatase non-receptor type 11 OS=Mus musculus OX=10090 GN=Ptpn11 PE=1 SV=2;tr|Q9CT18|Q9CT18_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Ptpn11 PE=2 SV=1;tr|Q05C78|Q05C78_MOUSE Ptpn11 protei,11299000,12213000,11422000,8737700,7439500,10840000
"tr|Q543Q4|Q543Q4_MOUSE RAB3D, member RAS oncogene family, isoform CRA_a OS=Mus musculus OX=10090 GN=Rab3d PE=1 SV=1;sp|P35276|RAB3D_MOUSE Ras-related protein Rab-3D OS=Mus musculus OX=10090 GN=Rab3d PE=1 SV=1;tr|D3YWL1|D3YWL1_MOUSE Ras-related protein Rab-",1269600,908770,1166100,914630,1062600,1303100
"tr|Q3TJ39|Q3TJ39_MOUSE RAB5C, member RAS oncogene family, isoform CRA_a OS=Mus musculus OX=10090 GN=Rab5c PE=1 SV=1;tr|Q8C266|Q8C266_MOUSE Ras-related protein Rab-5C OS=Mus musculus OX=10090 GN=Rab5c PE=1 SV=1;sp|P35278|RAB5C_MOUSE Ras-related protein Rab-",8895700,6483100,8499600,5746200,4002500,8851500
"tr|Q3U4W5|Q3U4W5_MOUSE RAB6, member RAS oncogene family, isoform CRA_c OS=Mus musculus OX=10090 GN=Rab6a PE=2 SV=1;tr|Q0PD54|Q0PD54_MOUSE RAB6, member RAS oncogene family, isoform CRA_a OS=Mus musculus OX=10090 GN=Rab6a PE=2 SV=1;sp|P35279|RAB6A_MOUSE Ras-",83814000,60953000,76299000,65038000,55233000,80480000
"tr|Q0PD35|Q0PD35_MOUSE RAB21, member RAS oncogene family OS=Mus musculus OX=10090 GN=Rab21 PE=1 SV=1;sp|P35282|RAB21_MOUSE Ras-related protein Rab-21 OS=Mus musculus OX=10090 GN=Rab21 PE=1 SV=4;tr|Q6A0C7|Q6A0C7_MOUSE MKIAA0118 protein (Fragment) OS=Mus mus",3096400,3705800,3670100,1969200,1575200,2872600
"tr|Q9D4I9|Q9D4I9_MOUSE RAB23, member RAS oncogene family, isoform CRA_a OS=Mus musculus OX=10090 GN=Rab23 PE=1 SV=1;tr|Q0PD32|Q0PD32_MOUSE Rab23 OS=Mus musculus OX=10090 GN=Rab23 PE=2 SV=1;sp|P35288|RAB23_MOUSE Ras-related protein Rab-23 OS=Mus musculus OX",1060600,1129500,1323100,854130,693960,1323800
"tr|Q0PD38|Q0PD38_MOUSE RAB18, member RAS oncogene family, isoform CRA_a OS=Mus musculus OX=10090 GN=Rab18 PE=1 SV=1;sp|P35293|RAB18_MOUSE Ras-related protein Rab-18 OS=Mus musculus OX=10090 GN=Rab18 PE=1 SV=2",2719900,2480800,2626400,2063900,1431700,2766100
"tr|Q3UFJ3|Q3UFJ3_MOUSE Pyruvate dehydrogenase E1 component subunit alpha OS=Mus musculus OX=10090 GN=Pdha1 PE=1 SV=1;sp|P35486|ODPA_MOUSE Pyruvate dehydrogenase E1 component subunit alpha, somatic form, mitochondrial OS=Mus musculus OX=10090 GN=Pdha1 PE=1 ",43381000,49624000,42541000,35624000,33261000,45556000
sp|P35505|FAAA_MOUSE Fumarylacetoacetase OS=Mus musculus OX=10090 GN=Fah PE=1 SV=2,585900,682630,766080,497850,375460,816530
"tr|Q5SUC3|Q5SUC3_MOUSE Calnexin, isoform CRA_a OS=Mus musculus OX=10090 GN=Canx PE=1 SV=1;tr|Q3TXE5|Q3TXE5_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Canx PE=2 SV=1;sp|P35564|CALX_MOUSE Calnexin OS=Mus musculus OX=10090 GN=Canx PE=1 SV=1",13696000,13161000,13753000,9437300,6869800,12665000
"tr|Q3UG16|Q3UG16_MOUSE Adaptor-related protein complex AP-1, mu subunit 1 OS=Mus musculus OX=10090 GN=Ap1m1 PE=1 SV=1;sp|P35585|AP1M1_MOUSE AP-1 complex subunit mu-1 OS=Mus musculus OX=10090 GN=Ap1m1 PE=1 SV=3",1548400,1822200,1654700,1207700,769100,1696600
"tr|Q8R1P3|Q8R1P3_MOUSE Gpm6a protein OS=Mus musculus OX=10090 GN=Gpm6a PE=2 SV=1;tr|Q542P2|Q542P2_MOUSE Glycoprotein m6a, isoform CRA_b OS=Mus musculus OX=10090 GN=Gpm6a PE=1 SV=1;sp|P35802|GPM6A_MOUSE Neuronal membrane glycoprotein M6-a OS=Mus musculus OX",63399000,58764000,48414000,56382000,52060000,54677000
"tr|Q5BLK0|Q5BLK0_MOUSE MCG18564, isoform CRA_a OS=Mus musculus OX=10090 GN=Rpl12 PE=1 SV=1;sp|P35979|RL12_MOUSE 60S ribosomal protein L12 OS=Mus musculus OX=10090 GN=Rpl12 PE=1 SV=2;tr|Q8C2K0|Q8C2K0_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN",6403700,7492800,7306600,4336000,3574600,8283200
"sp|P36552|HEM6_MOUSE Oxygen-dependent coproporphyrinogen-III oxidase, mitochondrial OS=Mus musculus OX=10090 GN=Cpox PE=1 SV=2",209070,291260,247670,223770,147150,296430
sp|P36916|GNL1_MOUSE Guanine nucleotide-binding protein-like 1 OS=Mus musculus OX=10090 GN=Gnl1 PE=1 SV=4;tr|A2VDH5|A2VDH5_MOUSE Gnal1 protein (Fragment) OS=Mus musculus OX=10090 GN=Gnl1 PE=2 SV=1;tr|Q52KE3|Q52KE3_MOUSE Gnal1 protein (Fragment) OS=Mus musc,4251600,4793300,4821100,2830900,2368400,5365500
"tr|Q546R1|Q546R1_MOUSE Protein phosphatase 1B1 43 kDa isoform OS=Mus musculus OX=10090 GN=Ppm1b PE=2 SV=1;tr|Q5BKS2|Q5BKS2_MOUSE Protein phosphatase 1B, magnesium dependent, beta isoform OS=Mus musculus OX=10090 GN=Ppm1b PE=2 SV=1;tr|Q99NF7|Q99NF7_MOUSE Pp",175870,192130,160940,110000,87909,204760
tr|Q05DV1|Q05DV1_MOUSE NADPH--cytochrome P450 reductase OS=Mus musculus OX=10090 GN=Por PE=1 SV=1;sp|P37040|NCPR_MOUSE NADPH--cytochrome P450 reductase OS=Mus musculus OX=10090 GN=Por PE=1 SV=2,1449800,1572600,1602600,933500,794520,1558000
"tr|Q3UMP2|Q3UMP2_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Hmgcl PE=2 SV=1;sp|P38060|HMGCL_MOUSE Hydroxymethylglutaryl-CoA lyase, mitochondrial OS=Mus musculus OX=10090 GN=Hmgcl PE=1 SV=2",1658500,2093100,1619800,1395900,1263500,1524800
"sp|P38647|GRP75_MOUSE Stress-70 protein, mitochondrial OS=Mus musculus OX=10090 GN=Hspa9 PE=1 SV=3",23080000,25825000,21683000,17743000,15759000,20989000
sp|P39053|DYN1_MOUSE Dynamin-1 OS=Mus musculus OX=10090 GN=Dnm1 PE=1 SV=2,496250,517180,582530,235410,239760,549510
sp|P39688|FYN_MOUSE Tyrosine-protein kinase Fyn OS=Mus musculus OX=10090 GN=Fyn PE=1 SV=4;tr|D3YZ57|D3YZ57_MOUSE Tyrosine-protein kinase OS=Mus musculus OX=10090 GN=Fyn PE=1 SV=1,3114900,2872300,2611500,2133300,1659000,2644100
tr|Q3UVJ2|Q3UVJ2_MOUSE Adenylyl cyclase-associated protein OS=Mus musculus OX=10090 GN=Cap1 PE=2 SV=1;tr|Q3U0U5|Q3U0U5_MOUSE Adenylyl cyclase-associated protein OS=Mus musculus OX=10090 GN=Cap1 PE=2 SV=1;tr|Q3TC53|Q3TC53_MOUSE Adenylyl cyclase-associated p,8651800,10331000,8962400,6322200,5547100,9019700
sp|P40142|TKT_MOUSE Transketolase OS=Mus musculus OX=10090 GN=Tkt PE=1 SV=1;tr|A0A286YE28|A0A286YE28_MOUSE Transketolase (Fragment) OS=Mus musculus OX=10090 GN=Tkt PE=1 SV=1,21667000,24974000,22973000,17876000,14216000,21301000
sp|P40336|VP26A_MOUSE Vacuolar protein sorting-associated protein 26A OS=Mus musculus OX=10090 GN=Vps26a PE=1 SV=1,5136000,3340700,5150200,3916900,2547800,5879900
tr|Q5M9N5|Q5M9N5_MOUSE Ribosomal protein L28 OS=Mus musculus OX=10090 GN=Rpl28 PE=2 SV=1;tr|Q5M9J8|Q5M9J8_MOUSE MCG13936 OS=Mus musculus OX=10090 GN=Rpl28 PE=1 SV=1;sp|P41105|RL28_MOUSE 60S ribosomal protein L28 OS=Mus musculus OX=10090 GN=Rpl28 PE=1 SV=2;,3414600,4763200,3457100,3359400,2163300,3834500
tr|Q8CB25|Q8CB25_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Bcl6 PE=2 SV=1;tr|Q544F9|Q544F9_MOUSE B-cell leukemia/lymphoma 6 OS=Mus musculus OX=10090 GN=Bcl6 PE=1 SV=1;sp|P41183|BCL6_MOUSE B-cell lymphoma 6 protein homolog OS=Mus musculus OX,0,0,0,0,0,0
sp|P42669|PURA_MOUSE Transcriptional activator protein Pur-alpha OS=Mus musculus OX=10090 GN=Pura PE=1 SV=1;tr|Q8C6E9|Q8C6E9_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Pura PE=2 SV=1,4718700,4520300,4607700,3828800,2908400,5651600
"tr|Q9WVS5|Q9WVS5_MOUSE Chaperonin containing TCP-1 theta subunit OS=Mus musculus OX=10090 GN=Cctq PE=3 SV=1;tr|Q3UL22|Q3UL22_MOUSE Chaperonin subunit 8 (Theta), isoform CRA_a OS=Mus musculus OX=10090 GN=Cct8 PE=1 SV=1;tr|Q3UKQ2|Q3UKQ2_MOUSE Uncharacterized",16101000,17809000,15496000,11424000,10090000,15163000
tr|Q3UYK6|Q3UYK6_MOUSE Amino acid transporter OS=Mus musculus OX=10090 GN=Slc1a2 PE=2 SV=1;sp|P43006|EAA2_MOUSE Excitatory amino acid transporter 2 OS=Mus musculus OX=10090 GN=Slc1a2 PE=1 SV=1;tr|A2APL8|A2APL8_MOUSE Amino acid transporter OS=Mus musculus O,60548000,53399000,43956000,58780000,56442000,52901000
"tr|Q3TCL2|Q3TCL2_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Akr1b3 PE=2 SV=1;tr|Q5U415|Q5U415_MOUSE Aldo-keto reductase family 1, member B3 (Aldose reductase) OS=Mus musculus OX=10090 GN=Akr1b3 PE=2 SV=1;tr|Q3UDY1|Q3UDY1_MOUSE MCG",3392000,4058200,2991500,2967000,2664300,2905700
tr|Q3UHW9|Q3UHW9_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Cfl2 PE=1 SV=1;sp|P45591|COF2_MOUSE Cofilin-2 OS=Mus musculus OX=10090 GN=Cfl2 PE=1 SV=1,323410,334420,224790,331370,331190,246680
tr|Q3TND1|Q3TND1_MOUSE Peptidylprolyl isomerase OS=Mus musculus OX=10090 GN=Fkbp2 PE=1 SV=1;sp|P45878|FKBP2_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP2 OS=Mus musculus OX=10090 GN=Fkbp2 PE=1 SV=1,2477400,2780400,2707300,2097000,1350400,2158000
"tr|Q8BJT5|Q8BJT5_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Acadm PE=2 SV=1;tr|Q91WS8|Q91WS8_MOUSE Acyl-Coenzyme A dehydrogenase, medium chain OS=Mus musculus OX=10090 GN=Acadm PE=2 SV=1;sp|P45952|ACADM_MOUSE Medium-chain specific",3853100,4431700,4322800,2753400,2161200,4621600
