Fasta headers,Reporter intensity corrected 0,Reporter intensity corrected 1,Reporter intensity corrected 2,Reporter intensity corrected 3,Reporter intensity corrected 4,Reporter intensity corrected 5
tr|Q9CY29|Q9CY29_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Psmd4 PE=2 SV=1;tr|Q3ULG4|Q3ULG4_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Psmd4 PE=2 SV=1;sp|O35226|PSMD4_MOUSE 26S proteasome non-ATPase regulatory subunit 4 OS=Mu,601580,701730,570750,318110,706040,467630
sp|O35295|PURB_MOUSE Transcriptional activator protein Pur-beta OS=Mus musculus OX=10090 GN=Purb PE=1 SV=3,1745000,2568700,1778300,1602900,3141300,1797400
"tr|Q5U448|Q5U448_MOUSE Sfrs5 protein OS=Mus musculus OX=10090 GN=Srsf5 PE=2 SV=1;tr|Q9D8S5|Q9D8S5_MOUSE MCG7614, isoform CRA_c OS=Mus musculus OX=10090 GN=Srsf5 PE=1 SV=1;sp|O35326|SRSF5_MOUSE Serine/arginine-rich splicing factor 5 OS=Mus musculus OX=10090",445120,592340,342500,314920,457090,372910
tr|Q9CT07|Q9CT07_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Kpna3 PE=2 SV=1;tr|Q543M7|Q543M7_MOUSE Importin subunit alpha OS=Mus musculus OX=10090 GN=Kpna3 PE=1 SV=1;sp|O35344|IMA4_MOUSE Importin subunit alpha-4 OS=Mus musculus OX,79353,66228,49245,33735,53057,49735
tr|Q3UF24|Q3UF24_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Capn1 PE=2 SV=1;tr|Q3TB79|Q3TB79_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Capn1 PE=2 SV=1;tr|Q8C2J1|Q8C2J1_MOUSE Uncharacterized protein OS=Mu,87441,67561,104580,56203,74844,72115
tr|Q69ZD1|Q69ZD1_MOUSE MKIAA1699 protein (Fragment) OS=Mus musculus OX=10090 GN=Exoc4 PE=2 SV=1;sp|O35382|EXOC4_MOUSE Exocyst complex component 4 OS=Mus musculus OX=10090 GN=Exoc4 PE=1 SV=2;tr|Q8CAQ9|Q8CAQ9_MOUSE Uncharacterized protein OS=Mus musculus OX=,1309900,1230500,1127100,897720,1467700,1057500
tr|Q543Q7|Q543Q7_MOUSE Ephrin B3 OS=Mus musculus OX=10090 GN=Efnb3 PE=1 SV=1;sp|O35393|EFNB3_MOUSE Ephrin-B3 OS=Mus musculus OX=10090 GN=Efnb3 PE=1 SV=1,1072500,506000,1136000,200450,491030,430130
sp|O35405|PLD3_MOUSE Phospholipase D3 OS=Mus musculus OX=10090 GN=Pld3 PE=1 SV=1,12829000,9499100,8945700,9918000,15097000,8996500
tr|Q0VDM6|Q0VDM6_MOUSE Folh1 protein OS=Mus musculus OX=10090 GN=Folh1 PE=1 SV=1;sp|O35409|FOLH1_MOUSE Glutamate carboxypeptidase 2 OS=Mus musculus OX=10090 GN=Folh1 PE=1 SV=2,101530,52453,96184,23220,56704,32016
"tr|Q8BMJ0|Q8BMJ0_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Dhodh PE=2 SV=1;sp|O35435|PYRD_MOUSE Dihydroorotate dehydrogenase (quinone), mitochondrial OS=Mus musculus OX=10090 GN=Dhodh PE=1 SV=2",215770,235570,195640,113870,221880,174140
sp|O35445|RNF5_MOUSE E3 ubiquitin-protein ligase RNF5 OS=Mus musculus OX=10090 GN=Rnf5 PE=1 SV=1,0,0,0,0,0,0
sp|O35465|FKBP8_MOUSE Peptidyl-prolyl cis-trans isomerase FKBP8 OS=Mus musculus OX=10090 GN=Fkbp8 PE=1 SV=2;tr|C9K0Z7|C9K0Z7_MOUSE Peptidylprolyl isomerase OS=Mus musculus OX=10090 GN=Fkbp8 PE=2 SV=1,5851000,5663900,5657200,3873500,7298300,4703200
tr|Q5D0A4|Q5D0A4_MOUSE Stx1a protein (Fragment) OS=Mus musculus OX=10090 GN=Stx1a PE=2 SV=1;tr|Q497P1|Q497P1_MOUSE Syntaxin 1A (Brain) OS=Mus musculus OX=10090 GN=Stx1a PE=1 SV=1;sp|O35526|STX1A_MOUSE Syntaxin-1A OS=Mus musculus OX=10090 GN=Stx1a PE=1 SV=3,28755000,21964000,26682000,26317000,39178000,24700000
sp|O35551|RABE1_MOUSE Rab GTPase-binding effector protein 1 OS=Mus musculus OX=10090 GN=Rabep1 PE=1 SV=2;tr|Q3U983|Q3U983_MOUSE Rab GTPase-binding effector protein 1 OS=Mus musculus OX=10090 GN=Rabep1 PE=1 SV=1,440010,333580,344400,191840,419130,213170
tr|Q9CSU2|Q9CSU2_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Psmd14 PE=2 SV=1;tr|Q3UD26|Q3UD26_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Psmd14 PE=2 SV=1;sp|O35593|PSDE_MOUSE 26S proteasome non-ATPase regulatory sub,165340,139600,83824,88718,76911,94382
tr|Q3UER5|Q3UER5_MOUSE Receptor protein serine/threonine kinase (Fragment) OS=Mus musculus OX=10090 GN=Bmpr2 PE=2 SV=1;tr|Q3UG09|Q3UG09_MOUSE Receptor protein serine/threonine kinase (Fragment) OS=Mus musculus OX=10090 GN=Bmpr2 PE=2 SV=1;sp|O35607|BMPR2_MO,550470,473780,405570,358000,516700,388350
tr|Q49S98|Q49S98_MOUSE Vasicular inhibitory amino acid transporter 10D OS=Mus musculus OX=10090 GN=Slc32a1 PE=2 SV=1;sp|O35633|VIAAT_MOUSE Vesicular inhibitory amino acid transporter OS=Mus musculus OX=10090 GN=Slc32a1 PE=1 SV=3,14683000,7728700,7520700,2361700,4030700,6788500
tr|Q8C1X9|Q8C1X9_MOUSE Annexin OS=Mus musculus OX=10090 GN=Anxa3 PE=2 SV=1;tr|Q3U737|Q3U737_MOUSE Annexin OS=Mus musculus OX=10090 GN=Anxa3 PE=2 SV=1;tr|Q3TFK4|Q3TFK4_MOUSE Annexin OS=Mus musculus OX=10090 GN=Anxa3 PE=2 SV=1;sp|O35639|ANXA3_MOUSE Annexin A,2790300,3163100,2866600,2004700,3493100,2356500
tr|Q5SVG5|Q5SVG5_MOUSE AP complex subunit beta OS=Mus musculus OX=10090 GN=Ap1b1 PE=1 SV=1;tr|Q5SVG4|Q5SVG4_MOUSE AP complex subunit beta OS=Mus musculus OX=10090 GN=Ap1b1 PE=1 SV=1;tr|Q3TVN4|Q3TVN4_MOUSE AP complex subunit beta OS=Mus musculus OX=10090 GN,2485900,1553900,1839400,1066200,1616800,1589400
sp|O35668|HAP1_MOUSE Huntingtin-associated protein 1 OS=Mus musculus OX=10090 GN=Hap1 PE=1 SV=1;tr|G3UXU7|G3UXU7_MOUSE Huntingtin-associated protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Hap1 PE=1 SV=1;tr|G3UYE4|G3UYE4_MOUSE Huntingtin-associated protei,5643200,3967600,1495500,270680,590890,926380
tr|Q0VE46|Q0VE46_MOUSE Myadm protein OS=Mus musculus OX=10090 GN=Myadm PE=1 SV=1;sp|O35682|MYADM_MOUSE Myeloid-associated differentiation marker OS=Mus musculus OX=10090 GN=Myadm PE=1 SV=2,1830500,638210,1555600,908920,1150800,1251500
"tr|Q545K0|Q545K0_MOUSE NADH dehydrogenase (Ubiquinone) 1 alpha subcomplex, 1 OS=Mus musculus OX=10090 GN=Ndufa1 PE=1 SV=1;sp|O35683|NDUA1_MOUSE NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1 OS=Mus musculus OX=10090 GN=Ndufa1 PE=1 SV=1",941860,747080,734750,533810,579230,707160
sp|O35685|NUDC_MOUSE Nuclear migration protein nudC OS=Mus musculus OX=10090 GN=Nudc PE=1 SV=1,2631800,2437500,2135000,1199100,2127300,1398300
tr|Q811L7|Q811L7_MOUSE Heterogeneous nuclear ribonucleoprotein H1 OS=Mus musculus OX=10090 GN=Hnrnph1 PE=1 SV=2;tr|Q8C2Q7|Q8C2Q7_MOUSE Heterogeneous nuclear ribonucleoprotein H OS=Mus musculus OX=10090 GN=Hnrnph1 PE=1 SV=1;sp|O35737|HNRH1_MOUSE Heterogeneo,17813000,23992000,14435000,10912000,18573000,16284000
tr|Q3UYQ4|Q3UYQ4_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Api5 PE=2 SV=1;sp|O35841|API5_MOUSE Apoptosis inhibitor 5 OS=Mus musculus OX=10090 GN=Api5 PE=1 SV=2,656340,959610,518750,421200,535720,525080
tr|Q8R3X4|Q8R3X4_MOUSE Timm44 protein (Fragment) OS=Mus musculus OX=10090 GN=Timm44 PE=2 SV=1;sp|O35857|TIM44_MOUSE Mitochondrial import inner membrane translocase subunit TIM44 OS=Mus musculus OX=10090 GN=Timm44 PE=1 SV=2;tr|A2VCP9|A2VCP9_MOUSE Timm44 pro,506070,528180,561910,360410,678240,428800
sp|O35864|CSN5_MOUSE COP9 signalosome complex subunit 5 OS=Mus musculus OX=10090 GN=Cops5 PE=1 SV=3,4277600,3258800,3519100,1980200,2999000,2709200
tr|Q5SSP3|Q5SSP3_MOUSE Neutral amino acid transporter A OS=Mus musculus OX=10090 GN=Slc1a4 PE=1 SV=1;tr|Q9ESU8|Q9ESU8_MOUSE Neutral amino acid transporter ASCT1 OS=Mus musculus OX=10090 GN=Slc1a4 PE=2 SV=1;tr|Q8BXT5|Q8BXT5_MOUSE Uncharacterized protein OS=,2521600,1521500,1191200,599370,514920,1137700
tr|Q9EP83|Q9EP83_MOUSE U6 snRNA-associated Sm-like protein LSm2 OS=Mus musculus OX=10090 GN=Lsm2 PE=2 SV=1;tr|Q3U9X2|Q3U9X2_MOUSE U6 snRNA-associated Sm-like protein LSm2 OS=Mus musculus OX=10090 GN=Lsm2 PE=1 SV=1;tr|Q9ES84|Q9ES84_MOUSE SnRNP core protein ,520330,577550,349130,247690,450360,325560
sp|O35954|PITM1_MOUSE Membrane-associated phosphatidylinositol transfer protein 1 OS=Mus musculus OX=10090 GN=Pitpnm1 PE=1 SV=1,8372600,6319600,7314500,3907400,6731900,5111900
sp|O35969|GAMT_MOUSE Guanidinoacetate N-methyltransferase OS=Mus musculus OX=10090 GN=Gamt PE=1 SV=1,0,0,0,0,0,0
sp|O54724|CAVN1_MOUSE Caveolae-associated protein 1 OS=Mus musculus OX=10090 GN=Cavin1 PE=1 SV=1;tr|Q3TER0|Q3TER0_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Cavin1 PE=2 SV=1;tr|Q3U4N4|Q3U4N4_MOUSE Uncharacterized protein OS=Mus musculus OX=1,1025000,1289700,1127100,591490,2311600,840690
tr|Q3UG68|Q3UG68_MOUSE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Mus musculus OX=10090 GN=Ddost PE=2 SV=1;tr|Q3UC51|Q3UC51_MOUSE Dolichyl-diphosphooligosaccharide--protein glycosyltransferase 48 kDa subunit OS=Mus mus,1348600,1264800,1031800,617680,926960,865590
tr|Q3UR54|Q3UR54_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Ap3d1 PE=2 SV=1;tr|Q8CGH7|Q8CGH7_MOUSE Ap3d1 protein (Fragment) OS=Mus musculus OX=10090 GN=Ap3d1 PE=2 SV=1;tr|Q05CQ3|Q05CQ3_MOUSE Ap3d1 protein (Fragment) OS=Mus musculu,10352000,12180000,6395600,7512200,12605000,8514500
tr|Q8BPF9|Q8BPF9_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Csnk2a2 PE=2 SV=1;tr|Q545V8|Q545V8_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Csnk2a2 PE=1 SV=1;sp|O54833|CSK22_MOUSE Casein kinase II subunit alpha OS=Mus musculus ,915600,786250,725760,496580,730100,700870
sp|O54865|GCYB1_MOUSE Guanylate cyclase soluble subunit beta-1 OS=Mus musculus OX=10090 GN=Gucy1b1 PE=1 SV=1;tr|Q3UTI4|Q3UTI4_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Gucy1b1 PE=2 SV=1;tr|Q80YP4|Q80YP4_MOUSE Guanylate cyclase so,5923700,4096800,4758500,4504300,4915900,6512800
tr|Q80VX2|Q80VX2_MOUSE CD200 antigen OS=Mus musculus OX=10090 GN=Cd200 PE=1 SV=1;sp|O54901|OX2G_MOUSE OX-2 membrane glycoprotein OS=Mus musculus OX=10090 GN=Cd200 PE=1 SV=1;tr|E9PZI9|E9PZI9_MOUSE OX-2 membrane glycoprotein OS=Mus musculus OX=10090 GN=Cd200,967580,749440,604330,447120,790230,550320
sp|O54941|SMCE1_MOUSE SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily E member 1 OS=Mus musculus OX=10090 GN=Smarce1 PE=1 SV=1,19014,24613,12784,14838,13692,15604
"tr|Q3UPX0|Q3UPX0_MOUSE Crystallin, mu OS=Mus musculus OX=10090 GN=Crym PE=1 SV=1;sp|O54983|CRYM_MOUSE Ketimine reductase mu-crystallin OS=Mus musculus OX=10090 GN=Crym PE=1 SV=1",36469000,10995000,38476000,28719000,26666000,54195000
sp|O54984|ASNA_MOUSE ATPase Asna1 OS=Mus musculus OX=10090 GN=Asna1 PE=1 SV=2;tr|Q8VEI6|Q8VEI6_MOUSE Arsenical pump-driving ATPase OS=Mus musculus OX=10090 GN=Asna1 PE=2 SV=1;tr|Q8C1Q1|Q8C1Q1_MOUSE Arsenical pump-driving ATPase OS=Mus musculus OX=10090 GN=,6268500,5891600,5941200,3358000,5548200,4640400
tr|Q3U428|Q3U428_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Cntnap1 PE=2 SV=1;sp|O54991|CNTP1_MOUSE Contactin-associated protein 1 OS=Mus musculus OX=10090 GN=Cntnap1 PE=1 SV=2,3296900,1356100,3214000,1319700,2056500,2154400
tr|Q3U9K9|Q3U9K9_MOUSE Trafficking protein particle complex subunit OS=Mus musculus OX=10090 GN=Trappc3 PE=1 SV=1;sp|O55013|TPPC3_MOUSE Trafficking protein particle complex subunit 3 OS=Mus musculus OX=10090 GN=Trappc3 PE=1 SV=1,5578500,5546200,4652300,2849300,4410900,3840900
tr|Q3TFP8|Q3TFP8_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Pgrmc1 PE=2 SV=1;tr|Q3TXU8|Q3TXU8_MOUSE Progesterone receptor membrane component 1 OS=Mus musculus OX=10090 GN=Pgrmc1 PE=1 SV=1;tr|Q3TH84|Q3TH84_MOUSE Uncharacterized protein OS=Mus,1792700,1464100,933660,722560,1310600,869530
tr|Q921R1|Q921R1_MOUSE Ectonucleoside triphosphate diphosphohydrolase 2 OS=Mus musculus OX=10090 GN=Entpd2 PE=2 SV=1;tr|Q3T9U8|Q3T9U8_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Entpd2 PE=2 SV=1;sp|O55026|ENTP2_MOUSE Ectonucleoside triphospha,13339000,8022600,5622800,4332500,8214100,6037500
sp|O55029|COPB2_MOUSE Coatomer subunit beta OS=Mus musculus OX=10090 GN=Copb2 PE=1 SV=2,922200,917150,732700,549560,792720,613440
sp|O55042|SYUA_MOUSE Alpha-synuclein OS=Mus musculus OX=10090 GN=Snca PE=1 SV=2,41574000,29378000,36246000,21404000,26793000,29523000
sp|O55091|IMPCT_MOUSE Protein IMPACT OS=Mus musculus OX=10090 GN=Impact PE=1 SV=2,2481100,1802800,1544900,772950,971300,1112600
"tr|Q3U6D7|Q3U6D7_MOUSE Synaptogyrin 1, isoform CRA_a OS=Mus musculus OX=10090 GN=Syngr1 PE=2 SV=1;sp|O55100|SNG1_MOUSE Synaptogyrin-1 OS=Mus musculus OX=10090 GN=Syngr1 PE=1 SV=2",13876000,9738000,10383000,8868200,10915000,10245000
sp|O55106|STRN_MOUSE Striatin OS=Mus musculus OX=10090 GN=Strn PE=1 SV=2;tr|F8WH41|F8WH41_MOUSE Striatin OS=Mus musculus OX=10090 GN=Strn PE=1 SV=1;tr|Q3UWX9|Q3UWX9_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Strn PE=2 SV=1,6166800,3533700,6027200,5562000,7362800,7115800
"tr|Q5SVF7|Q5SVF7_MOUSE 4-nitrophenylphosphatase domain and non-neuronal SNAP25-like protein homolog 1 (C. elegans), isoform CRA_f OS=Mus musculus OX=10090 GN=Nipsnap1 PE=1 SV=1;sp|O55125|NIPS1_MOUSE Protein NipSnap homolog 1 OS=Mus musculus OX=10090 GN=Nip",30457000,21993000,23685000,17408000,22741000,22703000
tr|Q7TMG8|Q7TMG8_MOUSE Glioblastoma amplified sequence OS=Mus musculus OX=10090 GN=Nipsnap2 PE=1 SV=1;tr|Q3TD78|Q3TD78_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Nipsnap2 PE=2 SV=1;sp|O55126|NIPS2_MOUSE Protein NipSnap homolog 2 OS=Mus muscu,6153900,4776200,4867800,3343600,3829800,5153300
tr|Q9R071|Q9R071_MOUSE Eukaryotic translation initiation factor 6 OS=Mus musculus OX=10090 GN=Eif6 PE=2 SV=1;tr|Q545K4|Q545K4_MOUSE Eukaryotic translation initiation factor 6 OS=Mus musculus OX=10090 GN=Eif6 PE=1 SV=1;tr|Q3UBJ6|Q3UBJ6_MOUSE Eukaryotic tran,102960,88497,76384,34052,69651,65685
"sp|O55143|AT2A2_MOUSE Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Mus musculus OX=10090 GN=Atp2a2 PE=1 SV=2;tr|Q5DTI2|Q5DTI2_MOUSE ATPase, Ca++ transporting, cardiac muscle, slow twitch 2, isoform CRA_b (Fragment) OS=Mus musculus OX=10090 GN=Atp",23757000,15817000,24575000,18804000,28270000,19111000
sp|O55222|ILK_MOUSE Integrin-linked protein kinase OS=Mus musculus OX=10090 GN=Ilk PE=1 SV=2;tr|A0A1B0GRF6|A0A1B0GRF6_MOUSE Integrin-linked protein kinase OS=Mus musculus OX=10090 GN=Ilk PE=1 SV=1;tr|D3YZA5|D3YZA5_MOUSE Integrin-linked protein kinase (Frag,377020,396800,358820,270370,461720,284610
sp|O55234|PSB5_MOUSE Proteasome subunit beta type-5 OS=Mus musculus OX=10090 GN=Psmb5 PE=1 SV=3;tr|Q8BTY5|Q8BTY5_MOUSE Proteasome subunit beta type-5 OS=Mus musculus OX=10090 GN=Psmb5 PE=1 SV=1,4593200,4053800,3377600,2466900,2844800,3293800
tr|Q9D1K5|Q9D1K5_MOUSE Stathmin OS=Mus musculus OX=10090 PE=2 SV=1;tr|Q545T6|Q545T6_MOUSE Stathmin OS=Mus musculus OX=10090 GN=Stmn3 PE=1 SV=1;sp|O70166|STMN3_MOUSE Stathmin-3 OS=Mus musculus OX=10090 GN=Stmn3 PE=1 SV=1,1137800,798600,928740,437160,859630,677010
"tr|Q9CZS7|Q9CZS7_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Pip4k2a PE=2 SV=1;tr|Q544E3|Q544E3_MOUSE Phosphatidylinositol-4-phosphate 5-kinase, type II, alpha OS=Mus musculus OX=10090 GN=Pip4k2a PE=1 SV=1;sp|O70172|PI42A_MOUSE Phosphatidylin",14302000,14889000,15312000,9262400,16357000,10805000
sp|O70194|EIF3D_MOUSE Eukaryotic translation initiation factor 3 subunit D OS=Mus musculus OX=10090 GN=Eif3d PE=1 SV=2,2077500,2099400,1753600,1154700,1747700,1497300
sp|O70251|EF1B_MOUSE Elongation factor 1-beta OS=Mus musculus OX=10090 GN=Eef1b PE=1 SV=5;tr|G3UX43|G3UX43_MOUSE Eukaryotic translation elongation factor 1 beta 2 OS=Mus musculus OX=10090 GN=Eef1b2 PE=1 SV=1;tr|G3UZ47|G3UZ47_MOUSE Eukaryotic translation el,5189100,4280900,4065000,2037900,4679500,2954000
sp|O70274|TP4A2_MOUSE Protein tyrosine phosphatase type IVA 2 OS=Mus musculus OX=10090 GN=Ptp4a2 PE=1 SV=1,0,0,0,0,0,0
tr|Q4FK50|Q4FK50_MOUSE Protein-tyrosine sulfotransferase OS=Mus musculus OX=10090 GN=Tpst1 PE=2 SV=1;sp|O70281|TPST1_MOUSE Protein-tyrosine sulfotransferase 1 OS=Mus musculus OX=10090 GN=Tpst1 PE=1 SV=1,11158,5683.5,13110,10284,0,11605
tr|S4R1E5|S4R1E5_MOUSE Glutathione peroxidase OS=Mus musculus OX=10090 GN=Gpx4 PE=1 SV=1;tr|Q3TI34|Q3TI34_MOUSE Glutathione peroxidase OS=Mus musculus OX=10090 GN=Gpx4 PE=2 SV=2;tr|Q5XJZ8|Q5XJZ8_MOUSE Glutathione peroxidase (Fragment) OS=Mus musculus OX=10,2343900,1780700,2238500,923140,1551400,1531800
tr|Q3UYB9|Q3UYB9_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Nptx2 PE=2 SV=1;sp|O70340|NPTX2_MOUSE Neuronal pentraxin-2 OS=Mus musculus OX=10090 GN=Nptx2 PE=2 SV=1,22825,23511,19512,11597,16759,17433
tr|S4R1V0|S4R1V0_MOUSE PDZ and LIM domain protein 1 (Fragment) OS=Mus musculus OX=10090 GN=Pdlim1 PE=1 SV=1;tr|Q3TZ17|Q3TZ17_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Pdlim1 PE=2 SV=1;sp|O70400|PDLI1_MOUSE PDZ and LIM domain protein 1 OS=Mu,10334,5106.5,0,0,0,0
tr|Q9DCD8|Q9DCD8_MOUSE Proteasome subunit alpha type OS=Mus musculus OX=10090 GN=Psma3 PE=2 SV=1;tr|Q58EV4|Q58EV4_MOUSE Proteasome subunit alpha type OS=Mus musculus OX=10090 GN=Psma3 PE=1 SV=1;sp|O70435|PSA3_MOUSE Proteasome subunit alpha type-3 OS=Mus mu,1783500,2020100,1427700,1254300,1849200,1375500
tr|Q9DCE1|Q9DCE1_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Stx7 PE=2 SV=1;tr|Q8BH40|Q8BH40_MOUSE Syntaxin-7 OS=Mus musculus OX=10090 GN=Stx7 PE=1 SV=1;sp|O70439|STX7_MOUSE Syntaxin-7 OS=Mus musculus OX=10090 GN=Stx7 PE=1 SV=3;tr|Q9JMJ6|Q9JM,1556700,1393800,1560100,903900,1650800,1101800
"tr|Q542R8|Q542R8_MOUSE Guanine nucleotide binding protein, alpha z subunit, isoform CRA_a OS=Mus musculus OX=10090 GN=Gnaz PE=1 SV=1;sp|O70443|GNAZ_MOUSE Guanine nucleotide-binding protein G(z) subunit alpha OS=Mus musculus OX=10090 GN=Gnaz PE=1 SV=4;tr|Q3",30196000,16227000,21687000,17745000,22979000,21679000
tr|Q9JJ20|Q9JJ20_MOUSE 14-3-3 protein sigma OS=Mus musculus OX=10090 GN=Sfn PE=2 SV=1;sp|O70456|1433S_MOUSE 14-3-3 protein sigma OS=Mus musculus OX=10090 GN=Sfn PE=1 SV=2,13845000,9802600,10709000,5188600,6322300,7793700
tr|Q8BSN6|Q8BSN6_MOUSE Vesicle-associated membrane protein 4 OS=Mus musculus OX=10090 GN=Vamp4 PE=1 SV=1;sp|O70480|VAMP4_MOUSE Vesicle-associated membrane protein 4 OS=Mus musculus OX=10090 GN=Vamp4 PE=1 SV=1,41457,31414,17643,3091.7,19106,16796
tr|Q2M4I1|Q2M4I1_MOUSE Ubiquitin protein ligase E3 component n-recognin 1 OS=Mus musculus OX=10090 GN=Ubr1 PE=4 SV=1;sp|O70481|UBR1_MOUSE E3 ubiquitin-protein ligase UBR1 OS=Mus musculus OX=10090 GN=Ubr1 PE=1 SV=2,390390,295700,276840,126650,274100,210890
tr|Q3UN87|Q3UN87_MOUSE Small nuclear ribonucleoprotein-associated protein OS=Mus musculus OX=10090 GN=Snrpn PE=2 SV=1;tr|O70499|O70499_MOUSE Small nuclear ribonucleoprotein-associated protein OS=Mus musculus OX=10090 GN=Snrpn PE=3 SV=1;sp|P27048|RSMB_MOUSE,2809900,3945200,1963400,2385000,3014200,2993800
tr|O70569|O70569_MOUSE Ribosomal protein S14 OS=Mus musculus OX=10090 GN=rps14 PE=3 SV=1;sp|P62264|RS14_MOUSE 40S ribosomal protein S14 OS=Mus musculus OX=10090 GN=Rps14 PE=1 SV=3;tr|D3YVF4|D3YVF4_MOUSE 40S ribosomal protein S14 (Fragment) OS=Mus musculus ,4181900,4627700,3383000,2204900,4002700,2847500
sp|O70572|NSMA_MOUSE Sphingomyelin phosphodiesterase 2 OS=Mus musculus OX=10090 GN=Smpd2 PE=1 SV=1,336000,346320,303000,125940,338640,199780
sp|O70589|CSKP_MOUSE Peripheral plasma membrane protein CASK OS=Mus musculus OX=10090 GN=Cask PE=1 SV=2;tr|B9EJ23|B9EJ23_MOUSE Cask protein OS=Mus musculus OX=10090 GN=Cask PE=2 SV=1;tr|B7ZP42|B7ZP42_MOUSE Cask protein OS=Mus musculus OX=10090 GN=Cask PE=2,7752000,6833600,5901400,4517900,5651000,5812100
sp|O70591|PFD2_MOUSE Prefoldin subunit 2 OS=Mus musculus OX=10090 GN=Pfdn2 PE=1 SV=2;tr|F8WJ30|F8WJ30_MOUSE Prefoldin subunit 2 (Fragment) OS=Mus musculus OX=10090 GN=Pfdn2 PE=1 SV=1,2878900,2645600,2413600,1228800,2580400,1899800
tr|Q3TST1|Q3TST1_MOUSE Gremlin OS=Mus musculus OX=10090 GN=Grem2 PE=2 SV=1;sp|O88273|GREM2_MOUSE Gremlin-2 OS=Mus musculus OX=10090 GN=Grem2 PE=1 SV=1,59825,35038,36312,17727,43403,31281
tr|Q3TE06|Q3TE06_MOUSE Uncharacterized protein (Fragment) OS=Mus musculus OX=10090 GN=Wdr1 PE=2 SV=1;tr|Q9DBM8|Q9DBM8_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Wdr1 PE=2 SV=1;tr|Q3TNK2|Q3TNK2_MOUSE Uncharacterized protein OS=Mus musculus OX,44271000,41480000,34703000,18861000,26619000,25328000
tr|Q9Z2P7|Q9Z2P7_MOUSE GES30 OS=Mus musculus OX=10090 GN=Vti1b PE=2 SV=1;tr|Q91XH6|Q91XH6_MOUSE Vesicle transport through interaction with t-SNAREs 1B homolog OS=Mus musculus OX=10090 GN=Vti1b PE=1 SV=1;sp|O88384|VTI1B_MOUSE Vesicle transport through inter,1307900,1317000,1058000,776260,1749300,919610
tr|Q8C454|Q8C454_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Mtx2 PE=2 SV=1;tr|Q3TI40|Q3TI40_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Mtx2 PE=2 SV=1;tr|Q3TI19|Q3TI19_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=M,4437400,3899400,4050100,2841100,4163700,3797300
tr|Q8R378|Q8R378_MOUSE Shoc2 protein OS=Mus musculus OX=10090 GN=Shoc2 PE=2 SV=1;sp|O88520|SHOC2_MOUSE Leucine-rich repeat protein SHOC-2 OS=Mus musculus OX=10090 GN=Shoc2 PE=1 SV=2,101620,70912,72176,45454,126670,65957
tr|Q3TEL0|Q3TEL0_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Ppt1 PE=2 SV=1;tr|Q3UB92|Q3UB92_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=Ppt1 PE=2 SV=1;tr|Q3U6W3|Q3U6W3_MOUSE Uncharacterized protein OS=Mus musculus OX=10090 GN=P,702130,775970,688090,343320,652970,492870
